customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,Tenure_Group,Charge_Tier,Revenue_Segment,Is_Senior
TELCO-05251,Male,0,Yes,No,14,No,No phone service,DSL,Yes,No,No,One year,Yes,Credit card (automatic),36.71,497.06,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05252,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.86,2613.04,Yes,1,49-72 Months,Mid,High Value,Non-Senior
TELCO-05253,Male,1,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Mailed check,44.29,1516.0,Yes,1,25-48 Months,Mid,Mid Value,Senior
TELCO-05254,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.1,95.7,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05255,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,1114.69,Yes,1,49-72 Months,Low,Mid Value,Non-Senior
TELCO-05256,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Electronic check,88.7,1715.11,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-05257,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.32,98.69,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05258,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.86,1611.88,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-05259,Male,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.53,876.3,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-05260,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.31,4203.59,Yes,1,49-72 Months,Mid,High Value,Non-Senior
TELCO-05261,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.44,237.94,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05262,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64.15,3006.22,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05263,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.86,820.54,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05264,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.37,64.2,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05265,Male,1,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),108.72,7290.16,Yes,1,49-72 Months,Premium,High Value,Senior
TELCO-05266,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,No,One year,No,Electronic check,80.62,1460.3,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-05267,Male,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),73.73,755.73,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-05268,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,25.41,464.22,Yes,1,13-24 Months,Low,Mid Value,Non-Senior
TELCO-05269,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.02,4358.6,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-05270,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.93,780.33,Yes,1,0-12 Months,High,Mid Value,Senior
TELCO-05271,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.05,398.0,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-05272,Male,1,Yes,No,4,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.43,268.89,Yes,1,0-12 Months,High,Low Value,Senior
TELCO-05273,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,60.79,557.69,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05274,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.48,3647.97,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-05275,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,106.91,2040.84,Yes,1,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-05276,Female,1,,No,7,Yes,No,DSL,No,No,No,Month-to-month,No,Electronic check,74.92,516.52,Yes,1,0-12 Months,High,Mid Value,Senior
TELCO-05277,Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,Two year,Yes,Mailed check,35.85,162.92,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05278,Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,38.14,437.43,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05279,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,86.79,6361.52,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-05280,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,36.09,374.03,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05281,Male,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.03,4427.12,No,0,49-72 Months,High,High Value,Senior
TELCO-05282,Female,0,Yes,Yes,19,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.63,997.73,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05283,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,32.83,160.51,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-05284,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.97,5298.39,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-05285,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,86.2,1550.12,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05286,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.33,881.53,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-05287,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,79.44,5917.91,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-05288,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.06,66.34,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-05289,Male,1,No,No,3,Yes,No,DSL,No,No,Yes,One year,No,Electronic check,90.12,270.43,Yes,1,0-12 Months,Premium,Low Value,Senior
TELCO-05290,Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,One year,No,Electronic check,70.0,2305.5,Yes,1,25-48 Months,High,Mid Value,Non-Senior
TELCO-05291,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,107.81,934.45,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-05292,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),61.2,352.65,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05293,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.84,52.73,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05294,Female,1,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,One year,No,Credit card (automatic),35.76,36.44,No,0,0-12 Months,Mid,Low Value,Senior
TELCO-05295,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),36.98,1384.47,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-05296,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.27,,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-05297,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.55,1150.65,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-05298,Female,0,Yes,Yes,27,No,No phone service,DSL,No,No,Yes,Two year,No,Electronic check,56.93,1535.11,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-05299,Female,1,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),74.92,1029.24,No,0,13-24 Months,High,Mid Value,Senior
TELCO-05300,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card (automatic),28.72,29.19,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-05301,Male,0,No,Yes,45,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Mailed check,39.33,1801.03,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-05302,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Month-to-month,No,Mailed check,38.82,39.46,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05303,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,120.0,4543.45,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-05304,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,60.03,3925.81,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05305,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Credit card (automatic),63.01,913.57,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05306,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,Two year,Yes,Credit card (automatic),62.68,1469.89,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05307,Female,0,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,111.58,2108.56,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-05308,Female,0,No,Yes,14,Yes,No,DSL,No,Yes,No,One year,Yes,Electronic check,18.0,240.97,No,0,13-24 Months,Low,Low Value,Non-Senior
TELCO-05309,Male,0,No,No,65,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Electronic check,63.2,4092.05,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05310,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1047.85,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-05311,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Two year,No,Credit card (automatic),18.0,206.44,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-05312,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.97,1092.78,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-05313,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.36,5817.91,No,0,49-72 Months,High,High Value,Senior
TELCO-05314,Female,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),41.07,3020.39,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05315,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,76.87,1608.87,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05316,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.19,1272.53,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-05317,Female,1,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,60.83,503.33,No,0,0-12 Months,Mid,Mid Value,Senior
TELCO-05318,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,102.95,7636.08,Yes,1,49-72 Months,Premium,High Value,Non-Senior
TELCO-05319,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,47.12,172.47,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-05320,Male,1,No,No,26,Yes,No,DSL,Yes,No,No,Two year,No,Bank transfer (automatic),76.42,1980.08,Yes,1,25-48 Months,High,Mid Value,Senior
TELCO-05321,Female,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,18.0,161.56,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-05322,Female,0,Yes,No,9,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.96,522.14,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-05323,Female,1,Yes,No,15,No,No phone service,DSL,Yes,Yes,Yes,One year,Yes,Credit card (automatic),57.28,792.36,Yes,1,13-24 Months,Mid,Mid Value,Senior
TELCO-05324,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.53,1815.5,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-05325,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.95,80.75,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-05326,Male,0,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,42.83,936.31,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-05327,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,116.97,224.25,Yes,1,0-12 Months,Premium,Low Value,Non-Senior
TELCO-05328,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,90.73,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-05329,Female,0,No,No,17,Yes,No,DSL,No,No,No,Two year,Yes,Electronic check,72.45,1096.48,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05330,Female,0,No,No,21,Yes,No,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),66.28,1318.13,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05331,Female,0,No,Yes,8,No,No phone service,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),56.57,439.66,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05332,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,Two year,Yes,Electronic check,49.12,476.58,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05334,Female,1,No,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.87,881.39,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-05335,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),18.0,1156.3,Yes,1,49-72 Months,Low,Mid Value,Non-Senior
TELCO-05336,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,One year,No,Mailed check,40.82,2826.35,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05337,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.49,374.58,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-05338,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,One year,No,Mailed check,32.08,829.31,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-05339,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.28,5561.15,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-05340,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,82.68,78.27,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-05341,Male,1,No,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.95,,No,0,49-72 Months,Premium,Low Value,Senior
TELCO-05342,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,One year,No,Electronic check,83.15,5478.54,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-05343,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,85.58,154.65,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-05344,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.65,108.6,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-05345,Male,0,Yes,No,72,No,No phone service,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.51,7971.42,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-05346,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,Two year,Yes,Credit card (automatic),58.71,1231.71,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05347,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,95.99,85.24,Yes,1,0-12 Months,Premium,Low Value,Non-Senior
TELCO-05348,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.71,179.27,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-05349,Female,0,No,Yes,17,No,No phone service,Fiber optic,No,Yes,Yes,One year,No,Bank transfer (automatic),57.76,848.19,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05350,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.29,3233.33,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-05351,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.84,2448.8,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-05352,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.38,2896.58,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05353,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,104.29,949.13,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-05354,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.86,708.03,No,0,13-24 Months,Low,Mid Value,Non-Senior
TELCO-05355,Male,1,Yes,Yes,22,Yes,No,DSL,Yes,No,No,Two year,No,Bank transfer (automatic),64.39,1229.73,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-05356,Male,0,No,Yes,15,Yes,No,DSL,Yes,No,No,Month-to-month,No,Credit card (automatic),84.21,1293.42,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05357,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),120.0,555.2,No,0,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-05358,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.25,3786.4,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05359,Female,0,No,No,57,No,No phone service,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.71,3218.74,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05360,Female,0,Yes,No,20,No,No phone service,DSL,Yes,Yes,No,One year,No,Credit card (automatic),51.66,899.75,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05361,Male,0,Yes,No,27,No,No phone service,DSL,No,No,No,Month-to-month,No,Credit card (automatic),72.15,1979.82,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-05362,Male,0,Yes,No,7,No,No phone service,DSL,No,No,No,One year,No,Credit card (automatic),82.64,570.63,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-05363,Male,1,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.8,1926.52,No,0,13-24 Months,Premium,Mid Value,Senior
TELCO-05364,Female,0,Yes,No,35,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,87.68,2690.54,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-05365,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),50.08,1027.62,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05366,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,89.4,6324.29,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-05367,Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,67.75,1895.73,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-05368,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,87.36,1128.92,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05369,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Mailed check,89.07,3848.16,Yes,1,25-48 Months,High,High Value,Non-Senior
TELCO-05370,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.9,571.35,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-05371,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,Month-to-month,No,Credit card (automatic),54.36,734.42,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-05372,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.63,526.46,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05373,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,78.41,1295.3,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-05374,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),100.48,3859.83,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-05375,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.74,1170.82,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05376,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,102.43,4793.87,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-05377,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,85.7,2004.16,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-05378,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,58.96,604.91,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05379,Female,1,No,No,49,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.9,3464.09,No,0,49-72 Months,High,High Value,Senior
TELCO-05380,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,51.96,407.25,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05381,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.16,526.83,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-05382,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,32.81,661.71,No,0,13-24 Months,Low,Mid Value,Senior
TELCO-05383,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.96,539.07,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-05384,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.99,86.79,Yes,1,0-12 Months,Premium,Low Value,Non-Senior
TELCO-05385,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,88.01,2459.13,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-05386,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),83.63,1500.17,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-05387,Male,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,73.62,1132.13,Yes,1,13-24 Months,High,Mid Value,Senior
TELCO-05388,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.8,4723.17,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-05389,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.99,600.25,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-05390,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.82,3010.45,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-05391,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.48,280.1,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-05392,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.27,804.36,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-05393,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),18.0,1120.34,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-05394,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.86,2502.5,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-05395,Male,0,No,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,66.53,2118.35,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-05396,Male,0,No,No,13,No,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.3,925.21,No,0,13-24 Months,High,Mid Value,Non-Senior
